group,team,player_name,position_group,source
E,Alemanha,Alexander Nübel,Goalkeeper,SillySeason Apr 1 2026
E,Alemanha,Finn Dahmen,Goalkeeper,SillySeason Apr 1 2026
E,Alemanha,Noah Atubolu,Goalkeeper,SillySeason Apr 1 2026
E,Alemanha,Oliver Baumann,Goalkeeper,SillySeason Apr 1 2026
E,Alemanha,Aleksandar Pavlović,Midfielder,SillySeason Apr 1 2026
E,Alemanha,Assan Ouédraogo,Midfielder,SillySeason Apr 1 2026
E,Alemanha,Felix Nmecha,Midfielder,SillySeason Apr 1 2026
E,Alemanha,Florian Wirtz,Midfielder,SillySeason Apr 1 2026
E,Alemanha,Jamie Leweling,Midfielder,SillySeason Apr 1 2026
E,Alemanha,Joshua Kimmich,Midfielder,SillySeason Apr 1 2026
E,Alemanha,Karim Adeyemi,Midfielder,SillySeason Apr 1 2026
E,Alemanha,Kevin Schade,Midfielder,SillySeason Apr 1 2026
E,Alemanha,Leon Goretzka,Midfielder,SillySeason Apr 1 2026
E,Alemanha,Serge Gnabry,Midfielder,SillySeason Apr 1 2026
E,Costa do Marfim,Armel Zohouri,Defender,SillySeason Apr 1 2026
E,Costa do Marfim,Clément Akpa,Defender,SillySeason Apr 1 2026
E,Costa do Marfim,Emmanuel Agbadou,Defender,SillySeason Apr 1 2026
E,Costa do Marfim,Evan Ndicka,Defender,SillySeason Apr 1 2026
E,Costa do Marfim,Ghislain Konan,Defender,SillySeason Apr 1 2026
E,Costa do Marfim,Guéla Doué,Defender,SillySeason Apr 1 2026
E,Costa do Marfim,Jean-Philippe Gbamin,Defender,SillySeason Apr 1 2026
E,Costa do Marfim,Odilon Kossounou,Defender,SillySeason Apr 1 2026
E,Costa do Marfim,Ousmane Diomandé,Defender,SillySeason Apr 1 2026
E,Costa do Marfim,Amad Diallo,Forward,SillySeason Apr 1 2026
E,Costa do Marfim,Evann Guessand,Forward,SillySeason Apr 1 2026
E,Costa do Marfim,Jean-Philippe Krasso,Forward,SillySeason Apr 1 2026
E,Costa do Marfim,Oumar Diakité,Forward,SillySeason Apr 1 2026
E,Costa do Marfim,Richard Koné,Forward,SillySeason Apr 1 2026
E,Costa do Marfim,Sébastien Haller,Forward,SillySeason Apr 1 2026
E,Costa do Marfim,Vakoun Issouf Bayo,Forward,SillySeason Apr 1 2026
E,Costa do Marfim,Yan Diomandé,Forward,SillySeason Apr 1 2026
E,Costa do Marfim,Alban Lafont,Goalkeeper,SillySeason Apr 1 2026
E,Costa do Marfim,Mohamed Koné,Goalkeeper,SillySeason Apr 1 2026
E,Costa do Marfim,Yahia Fofana,Goalkeeper,SillySeason Apr 1 2026
E,Costa do Marfim,Christ Inao Oulaï,Midfielder,SillySeason Apr 1 2026
E,Costa do Marfim,Franck Kessié,Midfielder,SillySeason Apr 1 2026
E,Costa do Marfim,Ibrahim Sangaré,Midfielder,SillySeason Apr 1 2026
E,Costa do Marfim,Mario Dorgelès,Midfielder,SillySeason Apr 1 2026
E,Costa do Marfim,Parfait Guiagon,Midfielder,SillySeason Apr 1 2026
E,Costa do Marfim,Seko Fofana,Midfielder,SillySeason Apr 1 2026
E,Curaçao,Armando Obispo,Defender,SillySeason Apr 1 2026
E,Curaçao,Deveron Fonville,Defender,SillySeason Apr 1 2026
E,Curaçao,Joshua Brenet,Defender,SillySeason Apr 1 2026
E,Curaçao,Jurien Gaari,Defender,SillySeason Apr 1 2026
E,Curaçao,Roshon van Eijma,Defender,SillySeason Apr 1 2026
E,Curaçao,Sherel Floranus,Defender,SillySeason Apr 1 2026
E,Curaçao,Shurandy Sambo,Defender,SillySeason Apr 1 2026
E,Curaçao,Gervane Kastaneer,Forward,SillySeason Apr 1 2026
E,Curaçao,Jearl Margaritha,Forward,SillySeason Apr 1 2026
E,Curaçao,Jeremy Antonisse,Forward,SillySeason Apr 1 2026
E,Curaçao,Jordi Paulina,Forward,SillySeason Apr 1 2026
E,Curaçao,Jurgen Locadia,Forward,SillySeason Apr 1 2026
E,Curaçao,Kenji Gorré,Forward,SillySeason Apr 1 2026
E,Curaçao,Sontje Hansen,Forward,SillySeason Apr 1 2026
E,Curaçao,Eloy Room,Goalkeeper,SillySeason Apr 1 2026
E,Curaçao,Trevor Doornbusch,Goalkeeper,SillySeason Apr 1 2026
E,Curaçao,Tyrick Bodak,Goalkeeper,SillySeason Apr 1 2026
E,Curaçao,Ar’jany Martha,Midfielder,SillySeason Apr 1 2026
E,Curaçao,Godfried Roemeratoe,Midfielder,SillySeason Apr 1 2026
E,Curaçao,Juninho Bacuna,Midfielder,SillySeason Apr 1 2026
E,Curaçao,Kevin Felida,Midfielder,SillySeason Apr 1 2026
E,Curaçao,Leandro Bacuna,Midfielder,SillySeason Apr 1 2026
E,Curaçao,Livano Comenencia,Midfielder,SillySeason Apr 1 2026
E,Curaçao,Tahith Chong,Midfielder,SillySeason Apr 1 2026
E,Curaçao,Tyrese Noslin,Midfielder,SillySeason Apr 1 2026
E,Equador,Angelo Preciado,Defender,SillySeason Apr 1 2026
E,Equador,Cristian Ramírez,Defender,SillySeason Apr 1 2026
E,Equador,Félix Torres,Defender,SillySeason Apr 1 2026
E,Equador,Jhoanner Chávez,Defender,SillySeason Apr 1 2026
E,Equador,Joel Ordóñez,Defender,SillySeason Apr 1 2026
E,Equador,Leonardo Realpe,Defender,SillySeason Apr 1 2026
E,Equador,Piero Hincapié,Defender,SillySeason Apr 1 2026
E,Equador,Willian Pacho,Defender,SillySeason Apr 1 2026
E,Equador,John Mercado,Forward,SillySeason Apr 1 2026
E,Equador,Kevin Rodríguez,Forward,SillySeason Apr 1 2026
E,Equador,Leonardo Campana,Forward,SillySeason Apr 1 2026
E,Equador,Nilson Angulo,Forward,SillySeason Apr 1 2026
E,Equador,Cristhian Loor,Goalkeeper,SillySeason Apr 1 2026
E,Equador,Hernán Galíndez,Goalkeeper,SillySeason Apr 1 2026
E,Equador,Moisés Ramírez,Goalkeeper,SillySeason Apr 1 2026
E,Equador,Alan Franco,Midfielder,SillySeason Apr 1 2026
E,Equador,Alan Minda,Midfielder,SillySeason Apr 1 2026
E,Equador,Denílson Castillo,Midfielder,SillySeason Apr 1 2026
E,Equador,John Yeboah,Midfielder,SillySeason Apr 1 2026
E,Equador,Jordy Alcívar,Midfielder,SillySeason Apr 1 2026
E,Equador,Kendry Páez,Midfielder,SillySeason Apr 1 2026
E,Equador,Moisés Caicedo,Midfielder,SillySeason Apr 1 2026
E,Equador,Patrik Mercado,Midfielder,SillySeason Apr 1 2026
E,Equador,Pedro Vite,Midfielder,SillySeason Apr 1 2026
E,Equador,Yaimar Medina,Midfielder,SillySeason Apr 1 2026
F,Holanda,Jan Paul van Hecke,Defender,SillySeason Apr 1 2026
F,Holanda,Jurriën Timber,Defender,SillySeason Apr 1 2026
F,Holanda,Lutsharel Geertruida,Defender,SillySeason Apr 1 2026
F,Holanda,Matthijs de Ligt,Defender,SillySeason Apr 1 2026
F,Holanda,Micky van de Ven,Defender,SillySeason Apr 1 2026
F,Holanda,Nathan Aké,Defender,SillySeason Apr 1 2026
F,Holanda,Virgil van Dijk,Defender,SillySeason Apr 1 2026
F,Holanda,Cody Gakpo,Forward,SillySeason Apr 1 2026
F,Holanda,Memphis Depay,Forward,SillySeason Apr 1 2026
F,Holanda,Bart Verbruggen,Goalkeeper,SillySeason Apr 1 2026
F,Holanda,Mark Flekken,Goalkeeper,SillySeason Apr 1 2026
F,Holanda,Robin Roefs,Goalkeeper,SillySeason Apr 1 2026
F,Holanda,Frenkie de Jong,Midfielder,SillySeason Apr 1 2026
F,Holanda,Ryan Gravenberch,Midfielder,SillySeason Apr 1 2026
F,Holanda,Tijjani Reijnders,Midfielder,SillySeason Apr 1 2026
F,Holanda,Xavi Simons,Midfielder,SillySeason Apr 1 2026
F,Japão,Ayumu Seko,Defender,SillySeason Apr 1 2026
F,Japão,Junnosuke Suzuki,Defender,SillySeason Apr 1 2026
F,Japão,Ko Itakura,Defender,SillySeason Apr 1 2026
F,Japão,Shogo Taniguchi,Defender,SillySeason Apr 1 2026
F,Japão,Tsuyoshi Watanabe,Defender,SillySeason Apr 1 2026
F,Japão,Yukinari Sugawara,Defender,SillySeason Apr 1 2026
F,Japão,Ayase Ueda,Forward,SillySeason Apr 1 2026
F,Japão,Daizen Maeda,Forward,SillySeason Apr 1 2026
F,Japão,Keisuke Goto,Forward,SillySeason Apr 1 2026
F,Japão,Koki Ogawa,Forward,SillySeason Apr 1 2026
F,Japão,Shuto Machino,Forward,SillySeason Apr 1 2026
F,Japão,Leo Kokubo,Goalkeeper,SillySeason Apr 1 2026
F,Japão,Taishi Brandon Nozawa,Goalkeeper,SillySeason Apr 1 2026
F,Japão,Zion Suzuki,Goalkeeper,SillySeason Apr 1 2026
F,Japão,Ao Tanaka,Midfielder,SillySeason Apr 1 2026
F,Japão,Daichi Kamada,Midfielder,SillySeason Apr 1 2026
F,Japão,Joel Chima Fujita,Midfielder,SillySeason Apr 1 2026
F,Japão,Kaishu Sano,Midfielder,SillySeason Apr 1 2026
F,Japão,Keito Nakamura,Midfielder,SillySeason Apr 1 2026
F,Japão,Ritsu Doan,Midfielder,SillySeason Apr 1 2026
F,Japão,Sota Kitano,Midfielder,SillySeason Apr 1 2026
F,Japão,Takefusa Kubo,Midfielder,SillySeason Apr 1 2026
F,Japão,Wataru Endo,Midfielder,SillySeason Apr 1 2026
F,Suécia,Carl Starfelt,Defender,SillySeason Apr 1 2026
F,Suécia,Daniel Svensson,Defender,SillySeason Apr 1 2026
F,Suécia,Elliot Stroud,Defender,SillySeason Apr 1 2026
F,Suécia,Gabriel Gudmundsson,Defender,SillySeason Apr 1 2026
F,Suécia,Gustaf Lagerbielke,Defender,SillySeason Apr 1 2026
F,Suécia,Herman Johansson,Defender,SillySeason Apr 1 2026
F,Suécia,Isak Hien,Defender,SillySeason Apr 1 2026
F,Suécia,Victor Lindelöf,Defender,SillySeason Apr 1 2026
F,Suécia,Anthony Elanga,Forward,SillySeason Apr 1 2026
F,Suécia,Benjamin Nygren,Forward,SillySeason Apr 1 2026
F,Suécia,Gustaf Nilsson,Forward,SillySeason Apr 1 2026
F,Suécia,Roony Bardghji,Forward,SillySeason Apr 1 2026
F,Suécia,Taha Ali,Forward,SillySeason Apr 1 2026
F,Suécia,Viktor Gyökeres,Forward,SillySeason Apr 1 2026
F,Suécia,Kristoffer Nordfeldt,Goalkeeper,SillySeason Apr 1 2026
F,Suécia,Melker Ellborg,Goalkeeper,SillySeason Apr 1 2026
F,Suécia,Noel Törnqvist,Goalkeeper,SillySeason Apr 1 2026
F,Suécia,Besfort Zeneli,Midfielder,SillySeason Apr 1 2026
F,Suécia,Eric Smith,Midfielder,SillySeason Apr 1 2026
F,Suécia,Gustav Lundgren,Midfielder,SillySeason Apr 1 2026
F,Suécia,Hugo Larsson,Midfielder,SillySeason Apr 1 2026
F,Suécia,Jesper Karlström,Midfielder,SillySeason Apr 1 2026
F,Suécia,Lucas Bergvall,Midfielder,SillySeason Apr 1 2026
F,Suécia,Mattias Svanberg,Midfielder,SillySeason Apr 1 2026
F,Suécia,Williot Swedberg,Midfielder,SillySeason Apr 1 2026
F,Suécia,Yasin Ayari,Midfielder,SillySeason Apr 1 2026
F,Tunísia,Ali Maaloul,Defender,SillySeason Apr 1 2026
F,Tunísia,Marouane Sahraoui,Defender,SillySeason Apr 1 2026
F,Tunísia,Mohamed Amine Ben Hamida,Defender,SillySeason Apr 1 2026
F,Tunísia,Moutaz Neffati,Defender,SillySeason Apr 1 2026
F,Tunísia,Oussama Haddadi,Defender,SillySeason Apr 1 2026
F,Tunísia,Yassine Meriah,Defender,SillySeason Apr 1 2026
F,Tunísia,Amor Layouni,Forward,SillySeason Apr 1 2026
F,Tunísia,Firas Chaouat,Forward,SillySeason Apr 1 2026
F,Tunísia,Hazem Mastouri,Forward,SillySeason Apr 1 2026
F,Tunísia,Nacim Dendani,Forward,SillySeason Apr 1 2026
F,Tunísia,Rayane Anane,Forward,SillySeason Apr 1 2026
F,Tunísia,Aymen Dahmen,Goalkeeper,SillySeason Apr 1 2026
F,Tunísia,Bechir Ben Said,Goalkeeper,SillySeason Apr 1 2026
F,Tunísia,Noureddine Farhati,Goalkeeper,SillySeason Apr 1 2026
F,Tunísia,Chiheb Jebali,Midfielder,SillySeason Apr 1 2026
F,Tunísia,Ferjani Sassi,Midfielder,SillySeason Apr 1 2026
F,Tunísia,Hadj Mahmoud,Midfielder,SillySeason Apr 1 2026
F,Tunísia,Houssem Tka,Midfielder,SillySeason Apr 1 2026
F,Tunísia,Ismael Gharbi,Midfielder,SillySeason Apr 1 2026
F,Tunísia,Mohamed Ali Ben Romdhane,Midfielder,SillySeason Apr 1 2026
G,Bélgica,Arthur Theate,Defender,SillySeason Apr 1 2026
G,Bélgica,Brandon Mechele,Defender,SillySeason Apr 1 2026
G,Bélgica,Joaquin Seys,Defender,SillySeason Apr 1 2026
G,Bélgica,Koni De Winter,Defender,SillySeason Apr 1 2026
G,Bélgica,Maxim De Cuyper,Defender,SillySeason Apr 1 2026
G,Bélgica,Thomas Meunier,Defender,SillySeason Apr 1 2026
G,Bélgica,Timothy Castagne,Defender,SillySeason Apr 1 2026
G,Bélgica,Charles De Ketelaere,Forward,SillySeason Apr 1 2026
G,Bélgica,Dodi Lukebakio,Forward,SillySeason Apr 1 2026
G,Bélgica,Jérémy Doku,Forward,SillySeason Apr 1 2026
G,Bélgica,Leandro Trossard,Forward,SillySeason Apr 1 2026
G,Bélgica,Loïs Openda,Forward,SillySeason Apr 1 2026
G,Bélgica,Romeo Vermant,Forward,SillySeason Apr 1 2026
G,Bélgica,Maarten Vandevoordt,Goalkeeper,SillySeason Apr 1 2026
G,Bélgica,Matz Sels,Goalkeeper,SillySeason Apr 1 2026
G,Bélgica,Senne Lammens,Goalkeeper,SillySeason Apr 1 2026
G,Bélgica,Thibaut Courtois,Goalkeeper,SillySeason Apr 1 2026
G,Bélgica,Amadou Onana,Midfielder,SillySeason Apr 1 2026
G,Bélgica,Axel Witsel,Midfielder,SillySeason Apr 1 2026
G,Bélgica,Charles Vanhoutte,Midfielder,SillySeason Apr 1 2026
G,Bélgica,Nicolas Raskin,Midfielder,SillySeason Apr 1 2026
G,Bélgica,Youri Tielemans,Midfielder,SillySeason Apr 1 2026
G,Egito,Ahmed Eid,Defender,SillySeason Apr 1 2026
G,Egito,Ahmed Fatouh,Defender,SillySeason Apr 1 2026
G,Egito,Hossam Abdel-Maguid,Defender,SillySeason Apr 1 2026
G,Egito,Khaled Sobhi,Defender,SillySeason Apr 1 2026
G,Egito,Mohamed Hamdy,Defender,SillySeason Apr 1 2026
G,Egito,Mohamed Hany,Defender,SillySeason Apr 1 2026
G,Egito,Mohamed Ismail,Defender,SillySeason Apr 1 2026
G,Egito,Ramy Rabia,Defender,SillySeason Apr 1 2026
G,Egito,Yasser Ibrahim,Defender,SillySeason Apr 1 2026
G,Egito,Mostafa Mohamed,Forward,SillySeason Apr 1 2026
G,Egito,Osama Faisal,Forward,SillySeason Apr 1 2026
G,Egito,Salah Mohsen,Forward,SillySeason Apr 1 2026
G,Egito,Ahmed El Shenawy,Goalkeeper,SillySeason Apr 1 2026
G,Egito,Mohamed El Shenawy,Goalkeeper,SillySeason Apr 1 2026
G,Egito,Mohamed Sobhi,Goalkeeper,SillySeason Apr 1 2026
G,Egito,Mostafa Shobeir,Goalkeeper,SillySeason Apr 1 2026
G,Egito,Ahmed Mostafa Zizo,Midfielder,SillySeason Apr 1 2026
G,Egito,Emam Ashour,Midfielder,SillySeason Apr 1 2026
G,Egito,Hamdi Fathi,Midfielder,SillySeason Apr 1 2026
G,Egito,Ibrahim Adel,Midfielder,SillySeason Apr 1 2026
G,Egito,Mahmoud Hassan Trezeguet,Midfielder,SillySeason Apr 1 2026
G,Egito,Mahmoud Saber,Midfielder,SillySeason Apr 1 2026
G,Egito,Marwan Attia,Midfielder,SillySeason Apr 1 2026
G,Egito,Mohamed Salah,Midfielder,SillySeason Apr 1 2026
G,Egito,Mohamed Shehata,Midfielder,SillySeason Apr 1 2026
G,Egito,Mohannad Lasheen,Midfielder,SillySeason Apr 1 2026
G,Egito,Mostafa Fathi,Midfielder,SillySeason Apr 1 2026
G,Egito,Omar Marmoush,Midfielder,SillySeason Apr 1 2026
G,Irã,Majid Hosseini,Defender,SillySeason Apr 1 2026
G,Irã,Milad Mohammadi,Defender,SillySeason Apr 1 2026
G,Irã,Ramin Rezaeian,Defender,SillySeason Apr 1 2026
G,Irã,Allahyar Sayyadmanesh,Forward,SillySeason Apr 1 2026
G,Irã,Sardar Azmoun,Forward,SillySeason Apr 1 2026
G,Irã,Alireza Beiranvand,Goalkeeper,SillySeason Apr 1 2026
G,Irã,Hossein Hosseini,Goalkeeper,SillySeason Apr 1 2026
G,Irã,Alireza Jahanbakhsh,Midfielder,SillySeason Apr 1 2026
G,Irã,Saeid Ezatolahi,Midfielder,SillySeason Apr 1 2026
G,Nova Zelândia,Liberato Cacace,Defender,SillySeason Apr 1 2026
G,Nova Zelândia,Michael Boxall,Defender,SillySeason Apr 1 2026
G,Nova Zelândia,Winston Reid,Defender,SillySeason Apr 1 2026
G,Nova Zelândia,Ben Waine,Forward,SillySeason Apr 1 2026
G,Nova Zelândia,Chris Wood,Forward,SillySeason Apr 1 2026
G,Nova Zelândia,Nick Draper,Goalkeeper,SillySeason Apr 1 2026
G,Nova Zelândia,Oli Sail,Goalkeeper,SillySeason Apr 1 2026
G,Nova Zelândia,Alex Greive,Midfielder,SillySeason Apr 1 2026
G,Nova Zelândia,Marco Rojas,Midfielder,SillySeason Apr 1 2026
H,Arábia Saudita,Abdulelah Al-Amri,Defender,SillySeason Apr 1 2026
H,Arábia Saudita,Ali Majrashi,Defender,SillySeason Apr 1 2026
H,Arábia Saudita,Hassan Al-Tambakti,Defender,SillySeason Apr 1 2026
H,Arábia Saudita,Jehad Thakri,Defender,SillySeason Apr 1 2026
H,Arábia Saudita,Mohammed Abu Al-Shamat,Defender,SillySeason Apr 1 2026
H,Arábia Saudita,Mohammed Sulaiman,Defender,SillySeason Apr 1 2026
H,Arábia Saudita,Nawaf Boushal,Defender,SillySeason Apr 1 2026
H,Arábia Saudita,Waleed Al-Ahmed,Defender,SillySeason Apr 1 2026
H,Arábia Saudita,Abdullah Al-Hamdan,Forward,SillySeason Apr 1 2026
H,Arábia Saudita,Firas Al-Buraikan,Forward,SillySeason Apr 1 2026
H,Arábia Saudita,Saleh Al-Shehri,Forward,SillySeason Apr 1 2026
H,Arábia Saudita,Abdulrahman Al-Sanbi,Goalkeeper,SillySeason Apr 1 2026
H,Arábia Saudita,Nawaf Al-Aqidi,Goalkeeper,SillySeason Apr 1 2026
H,Arábia Saudita,Raghed Al-Najjar,Goalkeeper,SillySeason Apr 1 2026
H,Arábia Saudita,Abdullah Al-Khaibari,Midfielder,SillySeason Apr 1 2026
H,Arábia Saudita,Abdulrahman Al-Aboud,Midfielder,SillySeason Apr 1 2026
H,Arábia Saudita,Ayman Yahya,Midfielder,SillySeason Apr 1 2026
H,Arábia Saudita,Mohamed Kanno,Midfielder,SillySeason Apr 1 2026
H,Arábia Saudita,Murad Hawsawi,Midfielder,SillySeason Apr 1 2026
H,Arábia Saudita,Musab Al-Juwayr,Midfielder,SillySeason Apr 1 2026
H,Arábia Saudita,Nasser Al-Dawsari,Midfielder,SillySeason Apr 1 2026
H,Arábia Saudita,Saleh Abu Al-Shamat,Midfielder,SillySeason Apr 1 2026
H,Arábia Saudita,Salem Al-Dawsari,Midfielder,SillySeason Apr 1 2026
H,Cabo Verde,David Moreira,Defender,SillySeason Apr 1 2026
H,Cabo Verde,Diney,Defender,SillySeason Apr 1 2026
H,Cabo Verde,Jojo,Defender,SillySeason Apr 1 2026
H,Cabo Verde,Kelvin Pires,Defender,SillySeason Apr 1 2026
H,Cabo Verde,Ricardo Santos,Defender,SillySeason Apr 1 2026
H,Cabo Verde,Sidny Lopes Cabral,Defender,SillySeason Apr 1 2026
H,Cabo Verde,Stopira,Defender,SillySeason Apr 1 2026
H,Cabo Verde,Wagner Pina,Defender,SillySeason Apr 1 2026
H,Cabo Verde,Alessio da Cruz,Forward,SillySeason Apr 1 2026
H,Cabo Verde,Dailon Livramento,Forward,SillySeason Apr 1 2026
H,Cabo Verde,Garry Rodrigues,Forward,SillySeason Apr 1 2026
H,Cabo Verde,Helio Varela,Forward,SillySeason Apr 1 2026
H,Cabo Verde,Heriberto Tavares,Forward,SillySeason Apr 1 2026
H,Cabo Verde,Nuno da Costa,Forward,SillySeason Apr 1 2026
H,Cabo Verde,Ryan Mendes,Forward,SillySeason Apr 1 2026
H,Cabo Verde,Willy Semedo,Forward,SillySeason Apr 1 2026
H,Cabo Verde,Bruno Varela,Goalkeeper,SillySeason Apr 1 2026
H,Cabo Verde,Marcio Rosa,Goalkeeper,SillySeason Apr 1 2026
H,Cabo Verde,Vozinha,Goalkeeper,SillySeason Apr 1 2026
H,Cabo Verde,Ailson Tavares,Midfielder,SillySeason Apr 1 2026
H,Cabo Verde,Deroy Duarte,Midfielder,SillySeason Apr 1 2026
H,Cabo Verde,Jamiro Monteiro,Midfielder,SillySeason Apr 1 2026
H,Cabo Verde,Joao Paulo,Midfielder,SillySeason Apr 1 2026
H,Cabo Verde,Kevin Pina,Midfielder,SillySeason Apr 1 2026
H,Cabo Verde,Laros Duarte,Midfielder,SillySeason Apr 1 2026
H,Cabo Verde,Telmo Arcanjo,Midfielder,SillySeason Apr 1 2026
H,Espanha,Aymeric Laporte,Defender,SillySeason Apr 1 2026
H,Espanha,Dani Vivian,Defender,SillySeason Apr 1 2026
H,Espanha,Marc Cucurella,Defender,SillySeason Apr 1 2026
H,Espanha,Marcos Llorente,Defender,SillySeason Apr 1 2026
H,Espanha,Pau Cubarsí,Defender,SillySeason Apr 1 2026
H,Espanha,Pedro Porro,Defender,SillySeason Apr 1 2026
H,Espanha,Álex Grimaldo,Defender,SillySeason Apr 1 2026
H,Espanha,Borja Iglesias,Forward,SillySeason Apr 1 2026
H,Espanha,Dani Olmo,Forward,SillySeason Apr 1 2026
H,Espanha,Fermín López,Forward,SillySeason Apr 1 2026
H,Espanha,Ferran Torres,Forward,SillySeason Apr 1 2026
H,Espanha,Jorge de Frutos,Forward,SillySeason Apr 1 2026
H,Espanha,Mikel Oyarzabal,Forward,SillySeason Apr 1 2026
H,Espanha,Samu Aghehowa,Forward,SillySeason Apr 1 2026
H,Espanha,Yeremy Pino,Forward,SillySeason Apr 1 2026
H,Espanha,Alex Remiro,Goalkeeper,SillySeason Apr 1 2026
H,Espanha,David Raya,Goalkeeper,SillySeason Apr 1 2026
H,Espanha,Unai Simón,Goalkeeper,SillySeason Apr 1 2026
H,Espanha,Aleix García,Midfielder,SillySeason Apr 1 2026
H,Espanha,Fabián Ruiz,Midfielder,SillySeason Apr 1 2026
H,Espanha,Martín Zubimendi,Midfielder,SillySeason Apr 1 2026
H,Espanha,Mikel Merino,Midfielder,SillySeason Apr 1 2026
H,Espanha,Pablo Barrios,Midfielder,SillySeason Apr 1 2026
H,Espanha,Pablo Fornals,Midfielder,SillySeason Apr 1 2026
H,Espanha,Álex Baena,Midfielder,SillySeason Apr 1 2026
H,Uruguai,Guillermo Varela,Defender,SillySeason Apr 1 2026
H,Uruguai,Joaquín Piquerez,Defender,SillySeason Apr 1 2026
H,Uruguai,José Luis Rodríguez,Defender,SillySeason Apr 1 2026
H,Uruguai,José María Giménez,Defender,SillySeason Apr 1 2026
H,Uruguai,Mathías Olivera,Defender,SillySeason Apr 1 2026
H,Uruguai,Matías Viña,Defender,SillySeason Apr 1 2026
H,Uruguai,Ronald Araújo,Defender,SillySeason Apr 1 2026
H,Uruguai,Santiago Bueno,Defender,SillySeason Apr 1 2026
H,Uruguai,Sebastián Cáceres,Defender,SillySeason Apr 1 2026
H,Uruguai,Brian Rodríguez,Forward,SillySeason Apr 1 2026
H,Uruguai,Facundo Pellistri,Forward,SillySeason Apr 1 2026
H,Uruguai,Facundo Torres,Forward,SillySeason Apr 1 2026
H,Uruguai,Federico Viñas,Forward,SillySeason Apr 1 2026
H,Uruguai,Ignacio Laquintana,Forward,SillySeason Apr 1 2026
H,Uruguai,Luciano Rodríguez,Forward,SillySeason Apr 1 2026
H,Uruguai,Rodrigo Aguirre,Forward,SillySeason Apr 1 2026
H,Uruguai,Cristopher Fiermarin,Goalkeeper,SillySeason Apr 1 2026
H,Uruguai,Santiago Mele,Goalkeeper,SillySeason Apr 1 2026
H,Uruguai,Emiliano Martínez,Midfielder,SillySeason Apr 1 2026
H,Uruguai,Giorgian de Arrascaeta,Midfielder,SillySeason Apr 1 2026
H,Uruguai,Juan Manuel Sanabria,Midfielder,SillySeason Apr 1 2026
H,Uruguai,Manuel Ugarte,Midfielder,SillySeason Apr 1 2026
H,Uruguai,Maximiliano Araújo,Midfielder,SillySeason Apr 1 2026
H,Uruguai,Nahitan Nández,Midfielder,SillySeason Apr 1 2026
H,Uruguai,Rodrigo Bentancur,Midfielder,SillySeason Apr 1 2026
H,Uruguai,Rodrigo Zalazar,Midfielder,SillySeason Apr 1 2026
H,Uruguai,Santiago Homenchenko,Midfielder,SillySeason Apr 1 2026
I,França,Dayot Upamecano,Defender,SillySeason Apr 1 2026
I,França,Ibrahima Konaté,Defender,SillySeason Apr 1 2026
I,França,Jules Koundé,Defender,SillySeason Apr 1 2026
I,França,Lucas Digne,Defender,SillySeason Apr 1 2026
I,França,Lucas Hernandez,Defender,SillySeason Apr 1 2026
I,França,Malo Gusto,Defender,SillySeason Apr 1 2026
I,França,Theo Hernandez,Defender,SillySeason Apr 1 2026
I,França,William Saliba,Defender,SillySeason Apr 1 2026
I,França,Bradley Barcola,Forward,SillySeason Apr 1 2026
I,França,Christopher Nkunku,Forward,SillySeason Apr 1 2026
I,França,Florian Thauvin,Forward,SillySeason Apr 1 2026
I,França,Hugo Ekitike,Forward,SillySeason Apr 1 2026
I,França,Jean-Philippe Mateta,Forward,SillySeason Apr 1 2026
I,França,Maghnes Akliouche,Forward,SillySeason Apr 1 2026
I,França,Rayan Cherki,Forward,SillySeason Apr 1 2026
I,França,Brice Samba,Goalkeeper,SillySeason Apr 1 2026
I,França,Lucas Chevalier,Goalkeeper,SillySeason Apr 1 2026
I,França,Mike Maignan,Goalkeeper,SillySeason Apr 1 2026
I,França,Khéphren Thuram,Midfielder,SillySeason Apr 1 2026
I,França,Michael Olise,Midfielder,SillySeason Apr 1 2026
I,França,N'Golo Kanté,Midfielder,SillySeason Apr 1 2026
I,França,Warren Zaïre-Emery,Midfielder,SillySeason Apr 1 2026
I,Iraque,Ahmed Maknzi,Defender,SillySeason Apr 1 2026
I,Iraque,Akam Hashim,Defender,SillySeason Apr 1 2026
I,Iraque,Frans Putros,Defender,SillySeason Apr 1 2026
I,Iraque,Hussein Ali,Defender,SillySeason Apr 1 2026
I,Iraque,Manaf Younis,Defender,SillySeason Apr 1 2026
I,Iraque,Merchas Doski,Defender,SillySeason Apr 1 2026
I,Iraque,Rebin Sulaka,Defender,SillySeason Apr 1 2026
I,Iraque,Zaid Tahseen,Defender,SillySeason Apr 1 2026
I,Iraque,Ali Al-Hamadi,Forward,SillySeason Apr 1 2026
I,Iraque,Ali Jassim,Forward,SillySeason Apr 1 2026
I,Iraque,Ali Yousif,Forward,SillySeason Apr 1 2026
I,Iraque,Aymen Hussein,Forward,SillySeason Apr 1 2026
I,Iraque,Mohanad Ali,Forward,SillySeason Apr 1 2026
I,Iraque,Ahmed Basil,Goalkeeper,SillySeason Apr 1 2026
I,Iraque,Fahad Talib,Goalkeeper,SillySeason Apr 1 2026
I,Iraque,Kamel Al-Rekabe,Goalkeeper,SillySeason Apr 1 2026
